community_id,community_name,state,year,population,youth_population,median_income,poverty_rate,pct_bachelors,tennis_courts_per_100k,pop_density,d1_players,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,d1_rate_per_100k
C0043,IL Community 043,IL,2024,35191,8380,89516,24.2,25.76,0.722,567.7,0,0.2969,1.0217,1.5989,0.8088,-1.9809,-0.2105,0.0
C0044,FL Community 044,FL,2024,25552,6093,51987,30.88,20.99,0.05,203.3,0,0.0606,0.4098,0.4782,-0.8771,1.5742,0.4887,0.0
C0045,GA Community 045,GA,2024,28618,7854,22000,44.98,18.68,4.032,851.6,0,-0.5019,0.2348,1.1347,-0.0852,-2.4637,0.3556,0.0
C0046,NY Community 046,NY,2024,41142,10375,93581,21.16,37.95,3.972,569.6,0,-0.8706,-1.5289,-0.1987,1.0489,-0.1736,0.1145,0.0
C0047,WA Community 047,WA,2024,59770,11292,61813,24.63,29.77,1.692,444.7,0,-0.1136,0.9469,0.6569,-0.7758,0.6724,-0.8305,0.0
C0048,WI Community 048,WI,2024,6588,1374,55339,29.52,20.47,0.05,2290.4,0,0.1283,0.398,1.2188,-0.5469,0.3629,1.138,0.0
C0049,AZ Community 049,AZ,2024,50235,9975,55848,32.45,19.64,0.586,13144.3,0,0.496,-0.1212,-0.5796,0.327,-1.8081,0.0218,0.0
C0050,CA Community 050,CA,2024,52372,13631,22000,32.75,6.0,0.834,474.8,0,-0.5678,-0.562,-0.4561,-1.1323,-1.5571,1.4978,0.0
C0051,MI Community 051,MI,2024,7747,1552,50193,40.34,26.06,1.57,233.2,0,0.1401,-0.2726,-1.4461,-0.3078,0.0321,0.5229,0.0
C0052,AZ Community 052,AZ,2024,52672,11043,58282,31.19,32.5,1.865,1855.8,0,1.1841,0.265,-1.5347,-0.6855,2.5182,0.0348,0.0
C0053,MN Community 053,MN,2024,77344,15612,56546,32.73,38.06,3.941,235.7,0,0.0249,-1.785,0.724,0.1526,1.1301,0.8825,0.0
C0054,NY Community 054,NY,2024,42383,10018,39611,43.8,13.94,0.725,3192.3,0,0.0893,-1.0138,-0.9883,0.1894,-0.8625,1.7217,0.0
C0055,GA Community 055,GA,2024,32713,5944,37716,39.45,9.36,3.067,694.9,0,0.7471,1.1826,-0.1981,-0.5141,-1.1399,-0.9259,0.0
C0056,MI Community 056,MI,2024,6492,1354,69276,26.18,36.71,2.041,1099.5,0,-1.0007,0.5252,1.375,1.4601,0.3582,1.2371,0.0
C0057,WI Community 057,WI,2024,41705,10661,79869,25.23,27.41,5.01,470.1,0,0.3606,0.474,-0.014,1.9391,-0.0012,0.5762,0.0
C0058,TN Community 058,TN,2024,127181,27031,81235,27.26,48.19,4.4,148.3,0,0.516,-0.444,-0.283,-0.9996,1.0961,0.7395,0.0
C0059,GA Community 059,GA,2024,26864,5712,52363,30.73,33.21,2.148,1154.6,0,0.5909,-1.9895,0.5023,1.664,-0.416,1.2466,0.0
C0060,TN Community 060,TN,2024,57564,13592,69120,24.14,27.08,2.78,456.8,0,-0.5301,-0.4082,-0.2184,0.3529,-0.4497,0.0416,0.0
C0061,GA Community 061,GA,2024,90575,22736,86466,21.82,27.63,2.508,672.6,0,0.2731,1.1275,-0.302,1.884,0.7793,-0.2275,0.0
C0062,FL Community 062,FL,2024,94925,18386,85904,28.26,37.53,5.969,2026.0,0,0.8175,-0.4596,-0.5378,-0.5782,0.6289,0.1548,0.0
C0063,AZ Community 063,AZ,2024,103746,22799,104404,19.82,44.44,2.848,1143.8,1,-0.4571,-0.9769,-0.8713,-0.6571,0.5077,-0.8434,0.9639
C0064,TX Community 064,TX,2024,39495,8737,65831,27.84,29.24,2.633,798.9,0,-0.0466,-0.4778,1.2887,1.2991,0.1897,0.8843,0.0
C0065,VA Community 065,VA,2024,112859,23459,73956,26.03,46.24,3.328,1480.1,0,1.7813,-2.0023,0.2435,-0.1445,0.9725,0.7621,0.0
C0066,IL Community 066,IL,2024,158436,33075,82342,28.06,33.68,0.736,1770.0,1,-0.456,-1.2752,0.1206,0.2586,1.8124,1.6412,0.6312
C0067,VA Community 067,VA,2024,104201,24129,45281,38.57,25.06,1.06,4644.9,0,1.7279,2.1842,0.9524,0.9071,-2.8074,0.6492,0.0
C0068,NC Community 068,NC,2024,38989,7607,106516,13.51,61.7,3.558,258.5,1,1.1292,1.1309,0.6188,-0.6049,1.6385,-0.3064,2.5648
C0069,MO Community 069,MO,2024,58945,11313,102395,20.97,56.28,4.888,73.0,0,-0.3776,-0.2912,-1.769,0.1015,-1.3927,0.8856,0.0
C0070,CO Community 070,CO,2024,27480,7099,65907,32.06,40.2,0.2,539.8,0,-1.8567,0.0726,0.6971,1.0117,0.9463,1.3585,0.0
C0071,MN Community 071,MN,2024,100912,20502,70445,31.84,38.0,1.72,2738.7,1,0.3586,-0.4284,0.8821,-1.9314,0.7586,1.7069,0.991
C0072,TN Community 072,TN,2024,32053,6611,109653,12.57,46.87,4.029,724.3,0,-0.223,-0.2997,-0.5094,0.2345,0.1587,-0.2045,0.0
C0073,NC Community 073,NC,2024,86903,19479,55363,35.59,26.99,2.628,1058.8,0,-0.59,-0.5958,0.7358,-0.6646,-0.5709,-1.0806,0.0
C0074,NC Community 074,NC,2024,105349,22946,61787,33.85,48.24,0.077,2647.2,0,-1.2494,0.0282,1.2309,0.1644,0.3455,0.596,0.0
C0075,CA Community 075,CA,2024,8025,2289,66313,21.75,31.15,1.652,365.0,0,-1.8872,1.1134,0.0775,-0.2656,-0.5016,0.4679,0.0
C0076,OH Community 076,OH,2024,267114,65215,108004,20.08,46.05,3.99,869.9,0,0.4853,-0.0266,-0.505,1.8652,-1.1854,-1.6071,0.0
C0077,OH Community 077,OH,2024,64196,13175,37916,33.22,19.44,3.602,99.7,0,-0.3307,-0.7937,1.3692,1.4503,3.7315,-0.0433,0.0
C0078,MN Community 078,MN,2024,17591,4044,96525,20.35,45.71,4.494,9866.5,0,0.2079,2.0023,-1.0002,0.5557,0.2095,-0.0488,0.0
C0079,MA Community 079,MA,2024,37621,9283,41007,30.06,34.77,1.231,639.7,0,0.937,-0.8032,1.1997,0.8509,0.5566,1.4583,0.0
C0080,VA Community 080,VA,2024,59813,13174,76999,27.63,31.78,1.988,1055.4,0,-1.6112,0.1869,-0.3675,0.5576,0.2696,0.4341,0.0
C0081,NC Community 081,NC,2024,36196,7939,36934,34.82,6.0,2.87,345.4,0,-0.1489,0.0885,-0.6251,-1.0335,0.8549,0.7482,0.0
C0082,GA Community 082,GA,2024,42646,9603,59674,29.45,25.84,1.669,2996.5,0,0.0297,0.1221,-0.7646,0.5603,-1.7527,-2.2478,0.0
C0083,WA Community 083,WA,2024,34811,6381,75521,20.42,27.68,3.317,217.3,0,1.3744,-1.3854,0.1989,0.7975,-1.2745,-0.2343,0.0
C0084,OR Community 084,OR,2024,78048,19715,87996,20.97,42.08,1.642,185.7,0,0.3674,0.791,0.3,1.5553,-1.5961,-1.1334,0.0
C0085,IL Community 085,IL,2024,125157,21807,58110,30.01,29.51,0.053,507.2,0,0.3292,-0.3463,0.3002,-0.0925,-0.172,0.1572,0.0
C0086,WA Community 086,WA,2024,102015,23059,81810,26.17,39.48,1.27,1256.0,1,1.8563,2.5161,-0.4214,-0.1798,0.1679,1.6619,0.9802
C0087,OH Community 087,OH,2024,197574,40463,37102,30.2,26.75,0.05,559.3,0,1.0788,0.0965,-0.5411,-0.5336,-0.0698,1.6777,0.0
C0088,NC Community 088,NC,2024,67160,15579,56033,33.89,22.96,2.902,1208.7,0,0.9623,1.1986,-0.7639,-0.9369,1.0337,1.3809,0.0
C0089,MI Community 089,MI,2024,75241,15952,37054,32.18,21.42,1.697,1293.4,0,-0.9093,0.6074,-0.9595,0.5405,0.9576,0.4295,0.0
C0090,MO Community 090,MO,2024,80329,17034,71798,20.68,35.75,2.673,994.1,0,-0.2149,1.7048,0.8111,1.0139,-0.0569,0.6281,0.0
C0091,FL Community 091,FL,2024,30539,5541,57843,33.06,33.33,3.675,548.6,0,-1.8873,-1.212,-1.1179,-0.5298,0.2824,-0.0515,0.0
C0092,AZ Community 092,AZ,2024,157996,36816,103808,16.93,34.56,2.873,143.5,0,0.5224,-0.2103,-0.0677,-0.2614,0.655,1.6688,0.0
C0093,MO Community 093,MO,2024,97624,14609,75144,25.61,38.22,3.544,497.4,0,-0.1113,0.7917,0.3482,-0.9402,0.1061,-2.2542,0.0
C0094,PA Community 094,PA,2024,131048,30956,61671,31.47,40.11,2.247,657.4,0,0.4742,0.0668,0.6127,-1.5633,-1.3771,0.4021,0.0
C0095,MO Community 095,MO,2024,35440,7895,44488,37.25,18.5,0.05,561.7,0,0.0479,0.1349,-0.0242,0.3046,-0.4358,-1.7018,0.0
C0096,WA Community 096,WA,2024,85927,15813,59766,28.25,28.01,2.678,413.5,0,-1.26,0.5835,-0.2977,1.092,1.8623,-0.7117,0.0
C0097,MI Community 097,MI,2024,24964,5569,74276,23.61,32.82,3.885,4840.4,0,-0.4186,-0.4172,-1.5471,-0.5539,0.9395,0.5187,0.0
C0098,TN Community 098,TN,2024,15313,2907,78538,25.78,29.74,2.678,1058.9,0,-0.6876,-0.632,1.3466,-0.4145,0.929,-1.7626,0.0
C0099,OR Community 099,OR,2024,86618,18362,49118,31.8,24.37,4.287,1481.9,0,0.6965,-0.0421,0.6757,1.25,-0.564,0.244,0.0
C0100,AZ Community 100,AZ,2024,110837,25909,44919,31.92,27.08,0.608,235.2,0,1.703,-0.9724,-1.4036,-0.0303,-0.2765,0.5634,0.0
C0101,MA Community 101,MA,2024,202520,45040,44696,26.5,16.86,1.609,380.9,1,0.0029,-0.3527,-1.8164,-0.5414,1.0283,0.2409,0.4938
C0102,MN Community 102,MN,2024,93506,24326,56326,28.71,33.77,0.05,1191.4,0,-1.3006,1.5304,0.5251,0.4543,-0.7962,-0.1346,0.0
C0103,OH Community 103,OH,2024,70217,16008,38687,27.78,29.21,2.915,4125.1,0,-2.0174,-1.0789,0.0461,0.9436,-0.2913,0.7859,0.0
C0104,FL Community 104,FL,2024,59292,10644,45653,27.74,23.5,1.807,888.6,0,-0.8432,-1.1353,0.4668,-0.1789,-1.0905,0.1955,0.0
C0105,PA Community 105,PA,2024,72521,17321,23329,35.91,10.45,2.01,6808.9,0,0.6435,0.4035,0.9334,1.2038,-0.2496,-0.1858,0.0
C0106,VA Community 106,VA,2024,22196,4485,65107,28.67,36.06,1.987,321.2,0,0.3907,1.0865,0.0402,0.8498,0.5015,0.175,0.0
C0107,NY Community 107,NY,2024,40077,9832,97286,13.27,49.29,5.276,823.4,0,0.5413,-0.4434,-0.1614,1.3009,1.6664,-0.6945,0.0
C0108,GA Community 108,GA,2024,17737,3998,100949,23.82,50.06,4.009,122.5,0,0.0112,-0.9345,0.372,0.39,1.0616,1.0604,0.0
C0109,CO Community 109,CO,2024,79926,18944,110735,14.87,41.11,1.481,1075.0,0,2.9882,0.1402,-0.6074,0.8976,0.3983,0.1497,0.0
C0110,NY Community 110,NY,2024,7902,1774,89730,25.67,43.12,5.08,2661.5,0,-1.1198,-0.6651,0.0651,0.9354,-1.208,0.4809,0.0
C0111,GA Community 111,GA,2024,29091,6419,43211,38.81,16.84,1.576,2184.4,0,2.4004,0.9081,-1.9478,0.4545,0.0303,0.4765,0.0
C0112,MA Community 112,MA,2024,84761,17985,70443,30.44,31.71,4.449,97.5,0,1.4685,0.1806,0.0697,-2.3393,-1.4916,-0.477,0.0
C0113,NC Community 113,NC,2024,6461,1659,56774,27.05,21.43,2.092,826.5,0,0.4689,-1.4951,0.5512,1.7832,-0.5406,-0.5928,0.0
C0114,WI Community 114,WI,2024,31234,6339,70354,25.81,40.86,3.627,85.5,0,1.3777,-0.8168,0.5326,0.0445,-1.7182,-1.0835,0.0
C0115,NY Community 115,NY,2024,54770,11490,63231,22.82,30.69,1.614,1023.4,0,-1.9046,-1.1034,1.9967,0.371,-0.1829,-0.0668,0.0
C0116,OR Community 116,OR,2024,60782,11085,75306,32.22,46.41,1.563,1518.4,0,-1.727,-0.1619,1.4745,0.9534,1.7561,0.4462,0.0
C0117,TX Community 117,TX,2024,29572,6349,74066,15.39,41.61,2.874,662.1,0,-0.8339,-0.7172,0.8385,0.8201,0.2714,-0.1528,0.0
C0118,IL Community 118,IL,2024,137867,24186,117516,13.03,55.3,3.172,71.4,2,-0.7084,-0.6251,-1.1002,0.0232,-0.7001,1.2066,1.4507
C0119,MN Community 119,MN,2024,161625,45724,70123,26.4,31.8,4.029,615.4,1,-0.0072,-1.6342,0.1478,0.0579,0.1998,-0.6477,0.6187
C0120,MN Community 120,MN,2024,205542,52575,60448,29.44,30.48,0.05,1371.3,0,-1.0118,0.3042,1.5573,1.0085,-0.4061,-0.8349,0.0
C0121,AZ Community 121,AZ,2024,29204,5939,47248,35.78,16.84,2.282,1980.1,0,-0.323,-0.6265,-0.0191,1.3747,2.9042,-0.1457,0.0
C0122,WI Community 122,WI,2024,38009,7426,76844,19.69,26.42,4.651,3895.0,0,-0.4497,0.4831,-1.7507,-0.3385,-0.2953,0.713,0.0
C0123,MN Community 123,MN,2024,18636,4124,54993,26.49,28.36,1.917,185.3,0,-1.0226,0.2738,1.5163,-0.9714,0.3263,1.2428,0.0
C0124,WA Community 124,WA,2024,20086,3900,70648,28.17,35.42,2.668,229.6,0,-0.9462,-1.2824,-0.3751,1.1334,0.7692,-1.214,0.0
C0125,WA Community 125,WA,2024,79748,20214,52336,34.64,39.09,2.439,116.7,0,-1.9316,-0.8344,1.3493,-1.4633,-0.8178,0.6233,0.0
C0126,GA Community 126,GA,2024,77056,15426,80085,27.88,39.6,4.176,562.3,0,0.6105,0.4605,0.163,-1.1062,-0.1228,-0.4587,0.0
C0127,WA Community 127,WA,2024,191671,39728,63214,32.09,36.18,2.347,722.3,0,0.6947,-0.8209,0.6672,-0.6736,-1.1277,0.5096,0.0
C0128,TX Community 128,TX,2024,169604,30913,47155,40.98,22.0,3.187,695.7,0,0.8022,0.0826,-2.302,2.3951,0.5443,0.1863,0.0
C0129,CO Community 129,CO,2024,74391,18179,52671,35.15,30.84,1.885,847.6,0,-0.1541,-0.0291,0.6858,0.4981,-0.0277,-0.1287,0.0
C0130,OH Community 130,OH,2024,119292,32154,49748,36.42,33.89,0.702,451.7,0,0.7466,-0.379,-0.3863,-0.4836,-0.5626,1.4562,0.0
C0131,IL Community 131,IL,2024,103912,20669,79851,20.94,29.95,2.184,388.7,0,-0.6564,-0.0217,0.4332,1.9012,0.0077,0.9514,0.0
C0132,OR Community 132,OR,2024,20117,4452,82950,26.91,31.37,3.079,784.9,0,0.0617,1.2108,-1.3531,-2.1196,-0.5917,-0.4484,0.0
C0133,MO Community 133,MO,2024,96145,18394,65002,36.01,25.86,1.679,2186.1,0,-1.2874,0.481,0.427,-0.3186,-0.4693,-0.4897,0.0
C0134,PA Community 134,PA,2024,54344,10193,69400,33.3,27.21,1.843,1036.7,1,0.6912,0.2721,-0.688,0.9125,-1.3103,1.1371,1.8401
C0135,MO Community 135,MO,2024,20583,5066,29498,40.26,13.18,0.05,218.3,0,1.3635,-1.1426,0.1708,0.1282,1.1624,-0.4213,0.0
C0136,NY Community 136,NY,2024,29950,6328,53303,31.07,34.62,0.836,313.2,0,1.4589,0.3384,0.8718,-0.1253,-0.1805,-0.7655,0.0
C0137,CA Community 137,CA,2024,48596,11340,86992,18.81,45.41,3.13,1264.2,0,0.5908,-1.0673,0.8965,-0.8199,0.8631,0.2171,0.0
C0138,TN Community 138,TN,2024,77776,18580,59006,32.46,29.18,2.572,4208.4,0,-0.1326,-0.4318,0.6967,-0.0565,1.4194,-0.3301,0.0
C0139,WA Community 139,WA,2024,122600,31591,63746,23.17,38.05,3.866,453.9,0,0.2246,-0.7148,0.793,0.9877,1.0509,0.3754,0.0
C0140,TN Community 140,TN,2024,110451,24721,93455,23.44,39.25,4.127,234.2,1,1.4385,-1.697,-0.8632,-0.0961,-1.1833,-1.0403,0.9054
C0141,GA Community 141,GA,2024,15785,3409,82422,25.04,49.38,1.542,205.8,0,0.0528,1.3211,0.9772,0.3619,0.4483,-0.994,0.0
C0142,MA Community 142,MA,2024,104921,20633,54948,33.83,29.27,3.336,660.7,0,-1.2886,-0.8317,2.1209,0.1419,-0.772,-1.7729,0.0
C0143,OR Community 143,OR,2024,42325,10498,74160,24.52,32.35,1.08,303.4,0,1.0596,0.023,0.8793,0.5294,2.0548,-0.2898,0.0
C0144,MI Community 144,MI,2024,177631,45701,72672,32.22,10.45,3.477,631.2,0,1.3352,-2.3168,1.0472,-1.2299,1.6312,0.026,0.0
C0145,MO Community 145,MO,2024,53008,9477,75032,25.2,34.56,4.244,279.8,0,-0.1039,0.3753,-1.4047,-1.7669,0.2621,-0.3895,0.0
C0146,OH Community 146,OH,2024,216003,43422,85211,26.69,46.72,3.006,2864.1,0,1.3458,0.1494,-0.4351,-1.8314,0.2429,1.2308,0.0
C0147,TN Community 147,TN,2024,81642,16461,48369,35.6,14.46,0.05,1944.6,0,1.1348,0.0193,0.4418,-1.0155,-0.8402,-0.1984,0.0
C0148,IL Community 148,IL,2024,154150,29963,95869,24.28,36.58,4.69,1623.7,0,0.3802,0.6446,1.8912,-0.4174,0.2174,-0.57,0.0
C0149,OR Community 149,OR,2024,30451,7272,38364,34.84,12.79,0.732,1135.7,0,-0.8524,-0.274,1.9872,0.3909,1.5,-0.4237,0.0
C0150,NY Community 150,NY,2024,31371,6863,73944,24.43,31.21,2.998,799.4,0,-0.4199,0.9975,-0.9178,0.3922,0.2577,0.7233,0.0
C0151,AZ Community 151,AZ,2024,22824,5385,31417,37.37,11.42,3.536,496.4,0,-0.0245,0.2637,-1.081,-1.1877,-1.4587,-0.7759,0.0
C0152,TX Community 152,TX,2024,32518,7243,67862,22.86,38.72,4.097,400.3,0,-1.5031,1.6623,-1.5384,-0.6634,-0.6344,2.1803,0.0
C0153,TX Community 153,TX,2024,74680,18878,81752,25.53,41.77,4.43,833.4,1,0.0444,0.655,-0.2751,0.1269,0.7357,-0.3672,1.339
C0154,GA Community 154,GA,2024,70304,15401,70448,35.68,33.41,3.452,212.4,0,0.6399,1.0013,-1.051,0.3604,1.0187,0.318,0.0
C0155,TN Community 155,TN,2024,57417,15298,84260,30.65,42.19,4.991,487.2,0,-0.4967,-0.1978,1.7872,0.8971,0.5764,0.5722,0.0
C0156,NY Community 156,NY,2024,57347,15048,83928,24.87,29.29,4.617,175.0,0,1.29,0.4368,2.0141,-0.1481,-1.5256,1.5034,0.0
C0157,FL Community 157,FL,2024,61135,12397,95778,22.19,36.37,3.45,2353.0,0,0.5772,0.5776,0.494,-0.9321,-0.7071,-0.8522,0.0
C0158,OH Community 158,OH,2024,46026,11366,58191,29.31,24.07,0.05,554.1,1,1.026,0.3436,-1.4527,0.8432,-1.4528,-1.0006,2.1727
C0159,MN Community 159,MN,2024,87679,19461,57927,25.09,32.66,0.099,863.4,0,-1.933,0.2624,1.8077,1.1145,0.9485,-0.0193,0.0
C0160,MI Community 160,MI,2024,63952,15746,86463,18.88,45.3,3.376,392.9,0,-1.4353,1.6796,-0.9823,1.4132,-0.5093,-0.0718,0.0
C0161,WI Community 161,WI,2024,59546,11001,58502,37.79,28.45,4.006,682.1,0,0.5389,-1.1514,-0.2194,1.444,-0.606,2.7209,0.0
C0162,OH Community 162,OH,2024,53108,12538,73864,18.68,37.19,3.93,157.0,0,0.9987,-0.46,-0.1895,-0.6809,-0.7083,1.8637,0.0
C0163,CA Community 163,CA,2024,17611,3976,60501,35.62,38.99,1.927,725.1,0,2.0182,-0.1017,-0.4909,-0.9098,1.8886,1.5111,0.0
C0164,CO Community 164,CO,2024,150235,34309,36772,32.75,24.11,0.782,2000.7,0,0.6732,0.4999,-1.6174,0.3862,-0.3443,0.6743,0.0
C0165,NC Community 165,NC,2024,76402,20097,43828,36.42,26.04,0.05,365.8,0,-0.4129,0.0526,0.428,1.1089,-0.7571,-0.9431,0.0
C0166,AZ Community 166,AZ,2024,97474,18254,78506,28.75,30.06,4.89,842.8,1,-0.6366,1.4369,-0.424,1.5433,1.1304,0.9992,1.0259
C0167,TX Community 167,TX,2024,54523,12867,87579,26.33,45.49,1.79,705.9,0,0.2909,-2.3659,0.6893,-1.2274,2.049,0.0349,0.0
C0168,WI Community 168,WI,2024,25136,4960,84573,26.86,28.57,0.05,902.5,0,0.1511,1.7383,0.6838,-1.6706,-1.4598,0.4626,0.0
C0169,NC Community 169,NC,2024,47999,9768,80882,31.72,49.43,3.758,794.3,1,-0.8685,-0.8585,-1.6363,-1.2331,-0.8984,-0.4841,2.0834
C0170,TX Community 170,TX,2024,27353,6401,52875,33.13,27.91,0.198,4242.8,0,-0.2318,-2.5746,-0.4571,-0.566,0.0177,-0.2889,0.0
C0171,CO Community 171,CO,2024,62305,11736,77706,26.54,32.56,0.05,369.3,0,-1.2101,-0.9117,-0.8893,0.4293,-0.7527,0.0287,0.0
C0172,CO Community 172,CO,2024,50039,7854,40007,38.24,15.3,1.625,931.6,0,-0.0303,1.7059,-1.2016,-0.0894,-0.1543,-1.2446,0.0
C0173,WI Community 173,WI,2024,19546,4592,76536,21.06,36.5,3.178,704.4,0,-0.2766,-0.2001,-0.148,-0.4491,0.5128,0.5991,0.0
C0174,MI Community 174,MI,2024,294253,73089,45570,35.49,25.88,0.482,221.3,0,0.0987,0.1944,-0.2444,0.553,0.9317,1.0923,0.0
C0175,FL Community 175,FL,2024,167540,38341,89634,19.92,35.87,4.204,280.7,1,0.6329,-0.1825,-0.747,0.8678,-0.1897,-0.3246,0.5969
C0176,OH Community 176,OH,2024,61752,15010,69487,21.31,26.5,3.144,622.9,0,0.0685,0.3277,1.157,0.109,-0.2144,-1.1699,0.0
C0177,FL Community 177,FL,2024,89597,16843,97214,26.24,44.21,3.029,2403.3,0,-1.5183,0.8549,-1.6793,0.2608,0.9745,0.617,0.0
C0178,FL Community 178,FL,2024,50329,12040,73857,34.63,26.99,1.78,259.2,0,-0.4035,-0.1087,0.2948,2.3841,0.3033,1.3192,0.0
C0179,NC Community 179,NC,2024,105031,20140,49053,31.91,22.84,2.157,622.8,0,-1.2104,0.753,0.6431,1.2304,0.7632,-0.0249,0.0
C0180,GA Community 180,GA,2024,41855,9028,57809,32.42,20.22,3.541,2788.5,0,-0.1369,0.5605,0.6391,1.6938,1.5266,0.3112,0.0
C0181,OR Community 181,OR,2024,442398,90969,47039,28.8,32.54,1.893,680.1,0,0.6343,0.223,-0.125,-1.7465,-2.1436,-0.2931,0.0
C0182,OR Community 182,OR,2024,434257,96630,48558,30.27,21.35,0.955,907.0,0,-0.1007,-0.165,-1.3534,0.2398,-1.6412,-0.4166,0.0
C0183,WA Community 183,WA,2024,100637,23933,79624,25.65,28.65,3.479,1667.1,1,0.129,-0.8048,-0.5447,-1.1031,-0.3408,-0.4437,0.9937
C0184,IL Community 184,IL,2024,58828,8989,65748,27.43,41.87,3.964,354.6,0,-0.3009,0.6293,1.4054,-0.4877,0.3108,0.7875,0.0
C0185,NC Community 185,NC,2024,46698,9301,63061,27.92,25.17,1.402,216.3,1,-0.2007,-1.7689,1.3086,1.0076,-0.5167,0.5631,2.1414
C0186,VA Community 186,VA,2024,144304,34471,38697,36.47,23.51,0.05,103.5,0,-1.5485,-0.3233,-0.95,0.6616,-0.5072,0.0307,0.0
C0187,WI Community 187,WI,2024,125311,28779,128036,6.48,57.73,6.352,2946.6,7,-1.1387,-1.5389,1.3512,-0.2218,0.2443,-1.0606,5.5861
C0188,MO Community 188,MO,2024,31231,6090,99010,15.15,42.77,5.27,813.1,0,0.0218,-0.5813,-0.3256,-0.6006,1.1678,-1.1321,0.0
C0189,IL Community 189,IL,2024,134726,28417,78188,23.22,27.46,2.922,4661.4,0,-0.5231,-0.2051,-0.3532,-0.6758,0.4944,1.3245,0.0
C0190,AZ Community 190,AZ,2024,101691,21809,65183,24.52,29.7,1.827,201.6,0,0.0515,-0.9247,-0.9323,-0.9389,-1.3468,0.955,0.0
C0191,NY Community 191,NY,2024,132320,29898,61800,31.05,35.66,1.369,5862.5,0,0.123,-1.1379,0.0921,0.2098,-1.7634,0.191,0.0
C0192,AZ Community 192,AZ,2024,114737,22489,76712,22.93,34.17,2.91,640.8,2,-0.1692,-0.2836,0.6727,-1.1294,-0.584,1.1169,1.7431
C0193,OH Community 193,OH,2024,68469,16124,49485,31.41,16.16,0.05,1536.4,0,0.7736,0.3358,-0.256,-0.8492,0.8004,-1.0015,0.0
C0194,OH Community 194,OH,2024,129219,37679,97776,18.07,39.87,4.187,1550.7,0,-0.1181,0.3581,0.0088,-0.2094,-0.2745,-0.1278,0.0
C0195,CO Community 195,CO,2024,75646,14781,86445,27.79,54.67,1.716,270.4,0,0.7358,0.063,1.5834,1.5495,1.5999,-0.4719,0.0
C0196,NC Community 196,NC,2024,256628,73195,79816,20.73,55.45,1.654,125.1,1,-0.345,-0.1769,-0.1898,-0.1489,1.0428,-1.9873,0.3897
C0197,OR Community 197,OR,2024,78703,18486,70751,21.96,26.48,6.071,1155.0,0,-0.6757,0.3897,-0.0438,-0.6145,-1.3609,-1.6007,0.0
C0198,CO Community 198,CO,2024,29850,6567,54408,32.95,36.61,0.05,120.6,0,-2.8124,1.5488,0.5199,-1.8842,1.419,0.1362,0.0
C0199,WI Community 199,WI,2024,24668,5177,113584,20.28,51.49,4.891,266.9,0,0.111,-0.561,0.5928,-0.1225,-0.5888,0.4215,0.0
C0200,NC Community 200,NC,2024,20097,3895,45447,36.48,30.1,3.729,534.5,0,1.11,-0.6672,0.6849,1.1492,-0.1552,-0.662,0.0
C0201,CO Community 201,CO,2024,55277,11710,57690,26.11,40.13,1.31,482.8,0,1.6666,0.436,-0.594,1.9765,0.3447,-0.0175,0.0
C0202,MO Community 202,MO,2024,66445,13641,88634,22.37,43.38,5.168,673.5,0,-1.1479,-0.5189,-1.7057,-0.1249,1.2931,1.3791,0.0
C0203,CO Community 203,CO,2024,10226,2266,66091,25.82,35.82,0.05,308.5,0,0.4808,-0.8633,-1.1401,-0.8077,0.9937,1.3389,0.0
C0204,MO Community 204,MO,2024,38086,9257,82668,29.97,38.57,2.557,557.6,0,1.0122,-0.7345,0.0038,-0.3779,1.3871,0.8587,0.0
C0205,FL Community 205,FL,2024,25255,4527,88590,27.37,30.34,2.374,736.2,1,-0.5332,1.4375,-0.1695,-0.4924,0.4032,-0.7757,3.9596
C0206,WI Community 206,WI,2024,40299,8378,59218,26.41,24.98,3.429,421.3,0,-0.8266,1.8761,0.6715,0.2215,0.6848,1.262,0.0
C0207,PA Community 207,PA,2024,356534,65901,68670,28.18,27.28,3.388,579.8,1,-0.1788,0.2957,1.3557,-1.1065,1.5403,-0.6748,0.2805
C0208,TX Community 208,TX,2024,46447,9660,97829,16.68,32.84,3.912,2593.4,1,1.5058,1.628,-1.3857,-0.7836,0.6652,-1.1428,2.153
C0209,NC Community 209,NC,2024,35165,7421,74217,26.33,26.95,2.501,7361.8,0,0.9966,-0.8152,0.0642,0.3208,0.5166,1.2125,0.0
C0210,TN Community 210,TN,2024,28263,6675,104090,22.25,42.41,1.705,354.3,1,1.0222,-0.4873,3.0134,-1.4197,2.2883,0.3596,3.5382
C0211,GA Community 211,GA,2024,47379,9193,92311,16.34,39.13,3.591,1724.4,1,-1.0395,0.4706,-0.8566,3.4549,0.0041,2.3286,2.1106
C0212,NY Community 212,NY,2024,50802,12583,61875,28.06,33.48,2.55,115.7,0,1.4621,-1.5264,1.3339,0.3774,-2.1355,0.9681,0.0
C0213,VA Community 213,VA,2024,183955,37871,97617,16.85,39.06,3.3,1356.6,2,1.6398,-0.5618,1.026,-0.761,-0.1162,0.8299,1.0872
C0214,WI Community 214,WI,2024,36266,7394,75533,35.58,35.69,3.558,3213.5,0,0.5198,-0.9562,0.338,0.9836,-0.1774,-0.4938,0.0
